Date,Price
08/28/24,266.7
08/29/24,269.5
08/30/24,272.6
09/02/24,269.2
09/03/24,265.9
09/04/24,260.9
09/05/24,257.4
09/06/24,254.7
09/09/24,254.9
09/10/24,248.7
09/11/24,249.9
09/12/24,252
09/13/24,254.8
09/16/24,254.3
09/17/24,260.6
09/18/24,261.6
09/19/24,264.8
09/20/24,261.5
09/23/24,262.3
09/24/24,266
09/25/24,266.7
09/26/24,272.9
09/27/24,272.5
09/30/24,268.2
10/01/24,265.9
10/02/24,265.1
10/03/24,266.3
10/04/24,273.8
10/07/24,273
10/08/24,270.7
10/09/24,271
10/10/24,268.9
10/11/24,267.7
10/14/24,269.4
10/15/24,267.1
10/16/24,267.5
10/17/24,265
10/18/24,274.3
10/21/24,272.1
